MID,Q1c1,Q1c2,Q1c3,Q1c4,Q1c5,Q1c6,Q1c7,Q1c8,Q1c9,Q1c10,Q1c11,Q1c12,Q1c13,Q1c14,Q1c15,Q1c16,Q1t15,Q1_1,Q5_1t1,Q6s1c1,Q6s1c2,Q6s1c3,Q6s1c4,Q6s1c5,Q6s1c6,Q6s1c7,Q6s1c8,Q6s1c9,Q6s1c10,Q6s2c1,Q6s2c2,Q6s2c3,Q6s2c4,Q6s2c5,Q6s2c6,Q6s2c7,Q6s2c8,Q6s2c9,Q6s2c10,Q6s3c1,Q6s3c2,Q6s3c3,Q6s3c4,Q6s3c5,Q6s3c6,Q6s3c7,Q6s3c8,Q6s3c9,Q6s3c10,Q6s4c1,Q6s4c2,Q6s4c3,Q6s4c4,Q6s4c5,Q6s4c6,Q6s4c7,Q6s4c8,Q6s4c9,Q6s4c10,Q6s5c1,Q6s5c2,Q6s5c3,Q6s5c4,Q6s5c5,Q6s5c6,Q6s5c7,Q6s5c8,Q6s5c9,Q6s5c10,Q6s6c1,Q6s6c2,Q6s6c3,Q6s6c4,Q6s6c5,Q6s6c6,Q6s6c7,Q6s6c8,Q6s6c9,Q6s6c10,Q6s7c1,Q6s7c2,Q6s7c3,Q6s7c4,Q6s7c5,Q6s7c6,Q6s7c7,Q6s7c8,Q6s7c9,Q6s7c10,Q6s8c1,Q6s8c2,Q6s8c3,Q6s8c4,Q6s8c5,Q6s8c6,Q6s8c7,Q6s8c8,Q6s8c9,Q6s8c10,Q6s9c1,Q6s9c2,Q6s9c3,Q6s9c4,Q6s9c5,Q6s9c6,Q6s9c7,Q6s9c8,Q6s9c9,Q6s9c10,Q6s10c1,Q6s10c2,Q6s10c3,Q6s10c4,Q6s10c5,Q6s10c6,Q6s10c7,Q6s10c8,Q6s10c9,Q6s10c10,Q6ht9,FS1,FS2t1,BLK,af2,SC3,SC4s1,SC4s2,SC4s3,SC4s4,SC4s5,SC4s6,SC4s7,SC4s8,SC4s9,SC4s10,SC4s11,asc5s1,nsc5s1,SC7c1,SC7c2,SC7c3,SC7c4,SC7c5,SC7c6,SC7c7,SC7c8,SC7t8,SC8c1,SC8c2,SC8c3,SC8c4,SC8c5,SC8c6,SC8c7,SC8c8,SC8c9,SC8c10,SC8c11,SC8t10,nsc9c1,nsc9c2,nsc9c3,nsc9c4,nsc9c5,nsc9c6,nsc9c7,nsc9c8,nsc9c9,nsc9c10,nsc9c11,asc10
cWe2OWbkQ$jeYG$oqnndMQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,美味しいから,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,5,3,4,3,3,3,3,3,3,3,6,3,5,6,5,1,1,1,1,0,1,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
CWKbOLjMQa6Pc_u0JkKKtQ,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,1,味がとてもいい,1,0,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,6,1,1,3,1,4,1,2,2,2,2,2,2,2,6,1,1,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,2
cWo8Bnm31PVKNUdfdbgV5g,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,9,美味しいから,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,4,2,4,4,3,5,4,3,3,4,4,4,3,3,4,1,1,0,1,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1
cxKlfyACR8kKX2Xdm27Mhw,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,6,容量が多いため、料理に使いやすい,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,7,4,2,1,1,6,2,2,5,5,6,6,6,6,6,1,0,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,0,0,,1,0,1,0,0,0,1,0,0,0,0,7
cxQ$Y0ukrZ_ZdFXjGlUaOw,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,1,エビが入っているので他のキムチみたいに辛いだけじゃなく、エビの旨味が出ていて辛いのが苦手な私でも食べられる。,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,6,1,3,3,2,4,3,1,3,4,2,2,5,4,4,1,1,0,0,0,0,1,0,0,,1,1,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,7
CXtRD6FVm0WaHKauTY3Yrg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,マイルドな感じの美味しさだから。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,3,1,3,3,3,6,3,1,3,3,4,3,6,6,4,1,1,0,1,0,0,0,0,1,おつまみ,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,3
cymXVqMzSvSv6l3MghmSdg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,辛さがちょうどいい。,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,3,2,2,3,2,3,3,3,3,3,3,3,3,3,6,1,0,0,0,0,0,0,0,1,つまみ,0,0,1,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,9
cz1YZJOSkF7Qf_LqsRXjkw,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2,近所のスーパーでだいたい売ってる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,5,2,4,6,6,6,6,6,6,6,6,6,6,6,5,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,3
CzLp7bid0t_ruMqsY0wrxQ,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,特になし,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,4,1,3,1,1,4,2,2,5,6,4,6,6,3,4,1,1,1,1,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,11
d_wic6cTJu6sNZrTgUy3lA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,5,スープ作った時に丁度3回分,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,5,2,1,1,1,6,3,3,3,2,3,2,6,3,3,1,1,1,1,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,11
D_YeKCUc4IZ$byXKVBPTVQ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,3,3,2,2,3,2,3,2,3,2,2,3,2,3,4,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,9
d2mUUXlESVFa8KJONsA8Ig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,おいしい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
D63tjVIiUtkhyF8vUV_l0Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,めちゃくちゃ美味しい、辛さちょうど良い、コスパ最強,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,4,,3,2,1,2,2,3,3,4,3,2,2,4,6,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,9
d6cAO4XjAL27217HG6$x9w,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,味がおいしいから,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,2,2,5,1,1,2,2,5,6,5,2,1,5,3,5,1,1,0,1,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
D6nRyaEOfbnaTuQUHN55Og,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,桜えびが入っている,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,4,2,4,5,5,6,5,4,6,6,3,5,6,6,6,1,1,1,1,0,0,0,1,0,,1,1,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,7
d7Iy3HX3Pxq1A_Q6tMc0Gg,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,ほどよい辛さがいい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,3,2,5,2,2,6,4,4,3,4,4,1,4,4,3,1,1,1,1,0,0,1,1,0,,1,1,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2
datoce$O_VzgS$vdc4BeRQ,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,,7,辛すぎず食べやすい,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,5,1,1,1,1,6,4,1,3,2,5,1,6,4,5,1,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,0,1,0,0,,1,1,1,0,1,1,1,0,0,0,0,3
dBMO3XR2vZFWFD2OOSyVig,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,価格と容量が丁度食べきれる,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,4,4,3,3,2,5,3,5,4,5,5,5,3,5,5,1,1,0,0,0,0,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1
dc3f0DHhalqN64i8a30BLw,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,1,乳酸菌入りというのが気に入った,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,6,4,3,2,2,5,2,2,3,6,3,2,5,3,4,1,1,0,0,0,1,0,0,0,,0,0,1,0,1,0,1,0,1,0,0,,0,0,1,0,1,0,1,0,1,0,0,9
DCiVYl9gMzGqNI5VCxa70Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,なし,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,3,2,5,3,3,4,4,4,4,3,3,3,4,3,5,1,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,2
dEDfdNlCliYT4DVxdHIjJQ,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,,1,クセのない味だから。,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,,,,,,,,,,,1,1,1,0,1,1,1,1,0,0,,,,,,,,,,,1,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,32,5,3,3,2,2,1,2,2,1,2,1,1,1,1,6,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1,1,0,0,1
deybZV8QeJibMZA9fDXU5A,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,2,味,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64,7,1,2,6,6,6,3,1,1,4,6,1,6,6,6,1,1,1,1,0,0,1,0,0,,1,1,1,1,1,1,1,0,0,0,0,,1,1,1,1,1,1,1,0,0,0,0,3
DFLQ3dGyj5P4$k51BJ7tBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,特になし,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,4,3,4,3,4,5,4,4,4,4,4,4,4,4,3,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
DggcU3GZ_VUwiFzfmctwRQ,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,1,美味しい,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,3,3,3,1,3,2,3,2,2,2,2,1,2,2,6,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,4
DGI6ESvqg_g7Qqr9$cLSOQ,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,,1,スンドゥブチゲをつくるのにちょうどいい,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,5,1,3,2,2,5,2,2,2,2,2,2,4,2,5,1,0,1,1,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1
dgJ_HmnpoqYyDAC4TJe_fA,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,,1,クセがなく、食べやすい。辛さも丁度よく、おいしい。自分の中では一番だと思う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,2,1,4,4,4,3,4,3,4,4,3,4,3,3,5,1,1,0,1,0,0,0,0,0,,1,1,1,0,1,0,1,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,3
DGzJofI02T5umFl3bPSkBw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,美味しい,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,3,1,3,4,2,6,6,3,5,6,5,1,6,6,5,1,1,1,1,0,1,0,1,0,,1,1,1,1,0,0,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,2
DIAIkBzFzdZtjwYMGoihRg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,特になし,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,5,4,3,4,5,5,4,3,4,4,4,3,6,5,5,1,1,1,1,0,0,0,1,0,,0,1,1,0,1,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,3
DIOcLaYfV0GTsTZjZUVDqg,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,コクがあって濃厚でおいしいから,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,58,3,1,1,5,5,5,5,4,4,5,4,3,3,4,6,1,1,0,1,0,0,0,0,0,,1,1,1,1,1,1,0,1,1,0,0,,1,1,1,1,1,1,0,0,1,0,0,3
dkdUmOs$Nqa9MAZ7o8wE9Q,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,2,4,4,3,3,3,3,3,3,3,3,3,3,3,5,1,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1
dL7vwN0SpocddKfVaO01ZA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,4,どこでも手に入りやすいです ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53,4,3,3,4,3,4,4,3,3,4,4,3,4,4,4,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
DnGUbUPBwNBlyYCWIOq_eg,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,好きな味なのて,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,5,4,3,1,1,3,1,2,1,1,1,6,1,1,5,1,1,1,1,0,1,1,0,0,,1,1,1,1,0,0,1,0,0,0,0,,1,1,1,1,0,0,1,0,0,0,0,2
DogaqMp1zx5xpMtGTvOm1g,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,1,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,11
DPYGF44yuckKtnFwmZ94ww,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,4,辛すぎず食べやすい辛さななんんので,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,5,1,3,3,3,5,3,2,3,4,6,3,4,3,4,1,0,1,1,0,0,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1
Dq4ew13kmMvr3gPg6OOCqA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,美味しい　量が丁度いい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,68,4,1,4,6,2,6,6,6,6,6,6,2,6,6,6,1,1,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
DrowCv7HGxNGa2LU7yzZvw,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,旨味が強く、程よい辛みで、キャッチコピーのとおり、白米（ごはん）によく合う,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,7,3,4,3,4,6,3,2,4,3,3,3,4,4,5,1,1,1,1,0,0,0,0,0,,1,0,1,0,1,0,1,0,0,0,0,,1,0,1,0,1,0,1,0,0,0,0,3
DrY0EVfE9wR7n38sNKGoqg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,美味しい,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,7,2,4,2,1,5,4,2,5,4,3,2,6,5,3,1,1,0,1,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,11
Ds_PPpHx8fgVTyVxQsfEjw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,5,4,1,5,5,3,3,3,3,2,3,4,3,4,5,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,自分で漬ける,0,0,0,0,0,0,0,0,0,0,1,11
dSRYcG$jPu$sX5bl2R5q3w,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,辛すぎず、ご飯のおかずとしてちょうどいいので,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,5,4,2,4,3,5,2,4,4,3,3,2,5,2,4,1,1,1,0,0,1,1,0,0,,1,1,1,0,1,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,1
DTOLqDa6JarUNTcTT8OwIQ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,手ごろな価格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,3,1,3,2,3,5,4,3,3,3,3,3,3,4,3,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
DwDWOdN$ZtyK1tnVUFruQg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,価格や容量が妥当であり、味も美味しいから,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,4,2,4,2,2,5,4,4,4,5,5,3,6,6,4,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
DxVrpETJMyMhjhi3Uix43w,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,辛すぎない,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,4,3,3,3,2,3,4,2,3,4,2,3,3,4,5,1,1,0,0,0,0,0,0,0,,1,1,1,0,1,0,1,0,0,0,0,,1,1,1,0,1,0,1,0,0,0,0,1
dziAGrVIF_85dn4zwfqUjg,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,1,旨味とからみのバランスがとても良いから。時間が経って発酵ご進んでも美味しいから ,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66,3,3,4,6,4,4,3,2,3,2,3,1,4,2,5,1,1,0,1,0,1,0,0,0,,1,1,1,0,1,0,1,0,0,0,0,,1,1,1,0,1,0,1,0,0,0,0,3
dZoLbkg2rFaRhRWorwx9Rg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,食べきりサイズ,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,0,3
